id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,private_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
81362,2012-05-20,2012-05-20,,Hawaii,false,3403,davidr,2012-05-21 10:06:01 UTC,2018-01-04 01:08:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/81362,https://static.inaturalist.org/photos/119617/medium.jpg?1444780783,,"","",false,0,0,false,,"Pupukea, HI",21.6492339666,-158.0682496215,1000,,,,,,,false,,,Mushroom Coral,Lobactis scutaria,,Animalia,503432
82585,2008-05-11,2008-05-11,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-05-24 04:47:50 UTC,2015-07-24 16:19:01 UTC,research,CC-BY,http://www.inaturalist.org/observations/82585,https://static.inaturalist.org/photos/121245/medium.JPG,,orange,"Dive site Oil Slick Leap, max depth 87 ft / 26.5m.

Under a ledge in a place difficult to photograph without being smushed into rocks.  

Introduced to the Caribbean in 1943, according to Humann & Deloach's book, which has a nice map of distribution over time.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Orange Cup Coral,Tubastraea coccinea,Orange Cup Coral,Animalia,51802
84764,2012-05-28,2012-05-28,,Hawaii,false,6583,sir-zeke,2012-05-30 00:26:24 UTC,2018-04-24 21:17:22 UTC,research,CC-BY,http://www.inaturalist.org/observations/84764,https://static.inaturalist.org/photos/123962/medium.JPG,,"Diploria, strigosa","",false,3,0,false,,"",20.01573,-87.2774,10,,,,,,,false,,,Symmetrical Brain Coral,Pseudodiploria strigosa,Symmetrical Brain Coral,Animalia,504639
87087,2008-05-12,2008-05-12,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 07:02:17 UTC,2019-04-10 01:31:09 UTC,research,CC-BY,http://www.inaturalist.org/observations/87087,https://static.inaturalist.org/photos/127140/medium.JPG,,"","Dive site Andrea I, max depth 67ft / 20.4m.

I guess this is Orange Cup Coral with all its tentacles retracted?  Not sure what else it could be.",false,3,0,false,,"Bonaire, Netherlands Antilles",12.185255154,-68.2999860012,683,,,,,,open,false,,"",Greater Star Coral,Montastraea cavernosa,Greater Star Coral,Animalia,106051
96634,2012-06-24,2012-06-24,,Eastern Time (US & Canada),false,5245,kent_miller,2012-06-27 17:37:27 UTC,2018-07-02 22:13:35 UTC,research,CC-BY,http://www.inaturalist.org/observations/96634,https://static.inaturalist.org/photos/140583/medium.JPG,,"","",false,1,0,false,,"Layton, FL",24.8240255,-80.8136783,933,,,,,,,false,,,rose coral,Manicina areolata,Rose Coral,Animalia,105170
96836,2012-06-20,2012-06-20,,Eastern Time (US & Canada),false,5245,kent_miller,2012-06-28 02:49:18 UTC,2018-07-02 16:56:13 UTC,research,CC-BY,http://www.inaturalist.org/observations/96836,https://static.inaturalist.org/photos/140830/medium.JPG,,"","",false,1,0,false,,"Layton, FL",24.8240255,-80.8136783,933,,,,,,,false,,,Lesser starlet coral,Siderastrea radians,,Animalia,112555
101106,2012-07-01,2012-07-01,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-07-12 23:38:07 UTC,2015-07-24 16:19:03 UTC,research,CC-BY,http://www.inaturalist.org/observations/101106,https://static.inaturalist.org/photos/146347/medium.JPG,,"",On the wall of the dock.,false,1,0,false,,"Saba, Caribbean Netherlands",17.6158482287,-63.2515488593,,,,,,,,false,,,Orange Cup Coral,Tubastraea coccinea,Orange Cup Coral,Animalia,51802
103335,2012-07-13,2012-07-13,,Pacific Time (US & Canada),false,7977,garinna,2012-07-19 04:38:44 UTC,2018-04-24 21:17:36 UTC,research,CC-BY,http://www.inaturalist.org/observations/103335,https://static.inaturalist.org/photos/149154/medium.JPG,,"","",true,1,0,false,,Punta Nizuc,21.0306335719,-86.7790478468,,,,,,,,false,,,Massive Starlet Coral,Siderastrea siderea,Massive Starlet Coral,Animalia,112557
104906,2012-07-17,2012-07-17,,Eastern Time (US & Canada),false,1620,cyric,2012-07-24 01:57:17 UTC,2016-08-27 10:49:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/104906,https://static.inaturalist.org/photos/150902/medium.jpg,,"Animal, Astrangia poculata, East Matunuck, Harbor of Refuge, Marine, Nature, Northern Star Coral, RI, Rhode Island, South Kingstown, United States",Some Northern Star Coral on the rocks of the Pt. Judith Harbor of Refuge breakwater.,false,1,0,false,,"East Matunuck, RI",41.3712020031,-71.5160842793,106,,,,,,,false,,manual,Northern star coral,Astrangia poculata,Northern Star Coral,Animalia,94745
115050,2012-07-24,2012-07-24,,Hawaii,false,6583,sir-zeke,2012-08-21 20:28:02 UTC,2019-04-10 00:32:22 UTC,research,CC-BY,http://www.inaturalist.org/observations/115050,https://static.inaturalist.org/photos/164486/medium.JPG,,montastraea,"",true,3,0,false,,"",20.01573,-87.2774,50,,,,,,open,false,,,Greater Star Coral,Montastraea cavernosa,Greater Star Coral,Animalia,106051
115053,2012-07-25,2012-07-25,,Hawaii,false,6583,sir-zeke,2012-08-21 20:33:59 UTC,2019-01-17 13:25:19 UTC,research,CC-BY,http://www.inaturalist.org/observations/115053,https://static.inaturalist.org/photos/164489/medium.JPG,,acropora,"",true,4,0,false,,,19.5195643458,-87.2411496588,50,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312
130825,2012-07-07,2012-07-07,,Hawaii,false,3403,davidr,2012-10-06 07:31:06 UTC,2019-01-20 11:09:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/130825,https://static.inaturalist.org/photos/184325/medium.jpg?1444791425,,"","",false,2,0,false,,,-0.5276851715,130.1389052729,50000,,,,,,obscured,true,,,Bubble Coral,Plerogyra sinuosa,Bubble Coral,Animalia,503699
135075,2012-07-03,2012-07-03,,Hawaii,false,3403,davidr,2012-10-14 06:55:49 UTC,2017-12-01 22:59:12 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/135075,https://static.inaturalist.org/photos/188173/medium.jpg?1444792046,,"","",false,2,0,false,,"Raja Ampat, ID",-0.5,130.0,50000,,,,,,,false,,,Bush Coral,Seriatopora hystrix,Bush Coral,Animalia,112480
135087,2012-07-03,2012-07-03,,Hawaii,false,3403,davidr,2012-10-14 07:44:54 UTC,2017-03-27 00:54:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/135087,https://static.inaturalist.org/photos/188193/medium.jpg?1444792054,,"","",false,2,0,false,,,-0.4054285388,130.137861146,50000,,,,,,obscured,true,,,Isopora palifera,Isopora palifera,,Animalia,103561
142256,2012-07-24 11:37:34,2012-07-24,2012-07-24 15:37:34 UTC,Eastern Time (US & Canada),false,10787,maractwin,2012-11-01 20:44:29 UTC,2016-08-27 10:49:02 UTC,research,CC-BY,http://www.inaturalist.org/observations/142256,https://static.inaturalist.org/photos/197045/medium.jpg?1444609785,,"","Boulder Brain Coral, Colpophyllia natans",false,1,0,false,,"Grand Cayman, Cayman Islands",19.287057,-81.145706,,,,,,,,false,,"",Boulder Brain Coral,Colpophyllia natans,Boulder Brain Coral,Animalia,98317
142329,2012-03-10 18:36:38,2012-03-10,2012-03-10 23:36:38 UTC,Eastern Time (US & Canada),false,10787,maractwin,2012-11-01 21:48:48 UTC,2018-11-11 07:59:10 UTC,research,CC-BY,http://www.inaturalist.org/observations/142329,https://static.inaturalist.org/photos/196645/medium.jpg?1444608876,,"","",false,1,0,false,,"Eastern, FJ",-17.9484998043,179.2909865521,,,,,,,obscured,true,,"",Antler Coral,Pocillopora grandis,Antler Coral,Animalia,734705
142332,2012-03-04 18:14:35,2012-03-04,2012-03-04 23:14:35 UTC,Eastern Time (US & Canada),,10787,maractwin,2012-11-01 21:48:49 UTC,2018-10-12 13:09:38 UTC,research,CC-BY,http://www.inaturalist.org/observations/142332,https://static.inaturalist.org/photos/197133/medium.jpg?1444610016,,"","",false,3,0,false,,"",-17.078883,178.535385,,,,,,,,false,,"",Black Sun Coral,Tubastraea micranthus,Black Sun Coral,Animalia,355665
156058,2012-10-30,2012-10-30,,Eastern Time (US & Canada),false,10917,andrea2,2012-12-03 01:06:26 UTC,2016-08-27 10:48:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/156058,https://static.inaturalist.org/photos/213341/medium.JPG?1354496942,,"","",false,2,0,false,,sola rte,9.3338133984,-82.217422709,1273,,,,,,,false,,,Siderastrea siderea,Siderastrea siderea,Massive Starlet Coral,Animalia,112557
156059,2012-09-19,2012-09-19,,Eastern Time (US & Canada),false,11443,magee17,2012-12-03 01:07:11 UTC,2019-01-17 13:25:17 UTC,research,,http://www.inaturalist.org/observations/156059,https://static.inaturalist.org/photos/213342/medium.JPG?1354496943,,"","",false,2,0,false,,Panama,9.212615755,-82.0048181458,,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312
156065,2012-09-22,2012-09-22,,Eastern Time (US & Canada),false,11443,magee17,2012-12-03 01:16:38 UTC,2016-08-27 10:48:36 UTC,research,,http://www.inaturalist.org/observations/156065,https://static.inaturalist.org/photos/213348/medium.JPG?1354497431,,"","",false,1,0,false,,"Bocas del Toro, PA",9.3194399153,-82.2341819141,,,,,,,obscured,true,,,Acropora cervicornis,Acropora cervicornis,Staghorn Coral,Animalia,93234
156067,2012-09-22,2012-09-22,,Eastern Time (US & Canada),false,11443,magee17,2012-12-03 01:18:31 UTC,2016-08-27 10:48:35 UTC,research,,http://www.inaturalist.org/observations/156067,https://static.inaturalist.org/photos/213350/medium.JPG?1354497563,,"","",false,1,0,false,,Bocas del Toro,9.3387454191,-82.2591233253,,,,,,,,false,,,Porites furcata,Porites furcata,Branched Finger Coral,Animalia,110109
156080,2012-10-30,2012-10-30,,Eastern Time (US & Canada),false,10917,andrea2,2012-12-03 01:27:44 UTC,2019-01-17 13:25:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/156080,https://static.inaturalist.org/photos/213364/medium.JPG?1354498102,,"","",false,2,0,false,,"Bocas del Toro, PA",9.2308635417,-82.3942764634,,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312
156334,2012-09-19,2012-09-19,,Eastern Time (US & Canada),false,11429,st0rmysea,2012-12-03 04:45:28 UTC,2019-01-17 13:25:14 UTC,research,,http://www.inaturalist.org/observations/156334,https://static.inaturalist.org/photos/213564/medium.jpg?1354509933,,"",Elkhorn coral,false,2,0,false,,Panama,9.3792486397,-82.001370739,,,,,,,obscured,true,,,Elkhorn Coral,Acropora palmata,Elkhorn Coral,Animalia,93312
156523,2012-09-29,2012-09-29,,Eastern Time (US & Canada),false,10917,andrea2,2012-12-03 19:03:18 UTC,2016-08-27 10:48:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/156523,https://static.inaturalist.org/photos/213748/medium.JPG?1354561403,,"","",false,1,0,false,,isla colon,9.3510574618,-82.2575998306,,,,,,,,false,,,Porites porites,Porites porites,Finger Coral,Animalia,110128
156540,2012-11-22,2012-11-22,,Eastern Time (US & Canada),false,11443,magee17,2012-12-03 19:29:56 UTC,2016-08-27 10:48:24 UTC,research,,http://www.inaturalist.org/observations/156540,https://static.inaturalist.org/photos/213765/medium.JPG?1354563146,,"","",false,1,0,false,,Panama,9.3460194007,-82.100019763,,,,,,,obscured,true,,,Agaricia tenuifolia,Agaricia tenuifolia,Thin Leaf Lettuce Coral,Animalia,93528
156550,2012-09-19,2012-09-19,,Eastern Time (US & Canada),false,11429,st0rmysea,2012-12-03 19:37:35 UTC,2016-08-27 10:48:23 UTC,research,,http://www.inaturalist.org/observations/156550,https://static.inaturalist.org/photos/213775/medium.jpg?1354563512,,"","",false,1,0,false,,"Bastimentos Island National Marine Park, Bocas del Toro, Panama",9.2887904411,-82.0933525324,,,,,,,,false,,,Grooved Brain Coral,Diploria labyrinthiformis,Grooved Brain Coral,Animalia,504638
156551,2012-11-20,2012-11-20,,Central Time (US & Canada),false,11364,ryry,2012-12-03 19:40:11 UTC,2016-08-27 10:48:21 UTC,research,,http://www.inaturalist.org/observations/156551,https://static.inaturalist.org/photos/213776/medium.JPG?1354563627,,"","",false,1,0,false,,Panama,9.3961873396,-82.1899968898,,,,,,,obscured,true,,,Staghorn Coral,Acropora cervicornis,Staghorn Coral,Animalia,93234
159911,2012-11-22,2012-11-22,,Eastern Time (US & Canada),false,11444,cgoldma1,2012-12-09 18:27:41 UTC,2016-08-27 10:48:20 UTC,research,,http://www.inaturalist.org/observations/159911,https://static.inaturalist.org/photos/216767/medium.jpg?1355077729,,"","",false,1,0,false,,bastimentos bocas del toro,9.3494801049,-82.1693229675,,,,,,,,false,,,massive starlet coral,Siderastrea siderea,Massive Starlet Coral,Animalia,112557
159913,2012-11-22,2012-11-22,,Eastern Time (US & Canada),false,11444,cgoldma1,2012-12-09 18:49:36 UTC,2016-08-27 10:48:18 UTC,research,,http://www.inaturalist.org/observations/159913,https://static.inaturalist.org/photos/216769/medium.jpg?1355078998,,"","",false,1,0,false,,Panama,9.3905925594,-82.1491629933,10378,,,,,,obscured,true,,,Staghorn Coral,Acropora cervicornis,Staghorn Coral,Animalia,93234
159920,2012-11-22,2012-11-22,,Eastern Time (US & Canada),false,11444,cgoldma1,2012-12-09 19:03:27 UTC,2016-08-27 10:48:12 UTC,research,,http://www.inaturalist.org/observations/159920,https://static.inaturalist.org/photos/216776/medium.jpg?1355079826,,"","",false,1,0,false,,bastimentos bocas del toro,9.3490953537,-82.1640770197,10378,,,,,,,false,,,Porites porites,Porites porites,Finger Coral,Animalia,110128
159921,2012-11-22,2012-11-22,,Eastern Time (US & Canada),false,11444,cgoldma1,2012-12-09 19:06:58 UTC,2016-08-27 10:48:11 UTC,research,,http://www.inaturalist.org/observations/159921,https://static.inaturalist.org/photos/216777/medium.jpg?1355080044,,"","",false,1,0,false,,bastimentos bocas del toro,9.3490953537,-82.1640770197,10378,,,,,,,false,,,Colpophyllia natans,Colpophyllia natans,Boulder Brain Coral,Animalia,98317
174473,2008-09-22 11:40:33,2008-09-22,2008-09-22 15:40:33 UTC,Eastern Time (US & Canada),false,10787,maractwin,2013-01-08 02:03:21 UTC,2019-01-20 11:09:41 UTC,research,CC-BY,http://www.inaturalist.org/observations/174473,https://static.inaturalist.org/photos/231011/medium.jpg?1444574397,,"",with pale dwarfgoby,false,2,0,false,,"Nusa Tenggara Timur, ID",-8.494290268,119.4669901771,,,,,,,obscured,true,,"",Bubble Coral,Plerogyra sinuosa,Bubble Coral,Animalia,503699
174474,2008-09-21 11:37:10,2008-09-21,2008-09-21 15:37:10 UTC,Eastern Time (US & Canada),false,10787,maractwin,2013-01-08 02:03:23 UTC,2018-12-23 09:31:16 UTC,research,CC-BY,http://www.inaturalist.org/observations/174474,https://static.inaturalist.org/photos/231012/medium.jpg?1444574399,,"","",false,1,0,false,,"Nusa Tenggara Timur, ID",-8.5617349612,119.4788155278,,,,,,,obscured,true,,"",Hammer Coral,Fimbriaphyllia ancora,Hammer Coral,Animalia,830680
177761,2012-03-06 07:41:21,2012-03-06,2012-03-06 12:41:21 UTC,Eastern Time (US & Canada),false,10787,maractwin,2013-01-11 04:10:35 UTC,2019-01-20 11:09:39 UTC,research,CC-BY,http://www.inaturalist.org/observations/177761,https://static.inaturalist.org/photos/232927/medium.jpg?1357877470,,"","",false,2,0,false,,"Northern, FJ",-17.0640357653,179.1655123867,437863,,,,,,obscured,true,,,Bubble Coral,Plerogyra sinuosa,Bubble Coral,Animalia,503699
191659,2007-12-02,2007-12-02,,Pacific Time (US & Canada),true,2991,sea-kangaroo,2013-02-05 05:06:06 UTC,2018-04-25 02:29:05 UTC,research,CC-BY,http://www.inaturalist.org/observations/191659,https://static.inaturalist.org/photos/246373/medium.JPG?1360040818,,"","Dive site Lost Lake East, max depth 57 feet.",false,2,0,false,,,-10.4473817164,105.6092690003,1584,,,,,,obscured,true,,manual,Joker Coral,Euphyllia glabrescens,Torch Coral,Animalia,100747
191720,2009-02-07 03:35:36,2009-02-07,2009-02-07 11:35:36 UTC,Pacific Time (US & Canada),,819,rebeccafay,2013-02-05 06:41:13 UTC,2016-08-27 10:47:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/191720,https://static.inaturalist.org/photos/246456/medium.jpg?1444746529,,"","",false,1,0,false,,Pillar Point,37.4938603073,-122.4991035461,,,,,,,,false,,,Orange Cup Coral,Balanophyllia elegans,Orange Cup Coral,Animalia,51799
199477,"February 15, 2013 16:46",2013-02-15,2013-02-16 02:46:00 UTC,Hawaii,,3403,davidr,2013-02-16 07:28:02 UTC,2016-08-27 10:47:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/199477,https://static.inaturalist.org/photos/253321/medium.jpg?1444795140,,"","",false,1,0,false,,"Waikiki, HI",21.262500812,-157.8409194946,2250,,,,,,,false,,manual,Orange Cup Coral,Tubastraea coccinea,Orange Cup Coral,Animalia,51802
219380,2008-05-16,2008-05-16,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2013-03-20 02:02:42 UTC,2015-07-24 16:18:17 UTC,research,CC-BY,http://www.inaturalist.org/observations/219380,https://static.inaturalist.org/photos/276356/medium.JPG?1363744973,,"","Dive site Bon Bini Na Kas, max depth 17.4 m/57 ft.  

Red algae/stuff growing between the corallites.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.211317463,-68.331363849,188,,,,,,,false,,"",Smooth Flower Coral,Eusmilia fastigiata,Smooth Flower Coral,Animalia,100784
219452,2008-05-16,2008-05-16,,Pacific Time (US & Canada),,2991,sea-kangaroo,2013-03-20 03:23:40 UTC,2015-07-24 16:18:18 UTC,research,CC-BY,http://www.inaturalist.org/observations/219452,https://static.inaturalist.org/photos/276456/medium.JPG?1363749833,,"","Dive site Bari Reef, max depth 14.3 m/47 ft, late afternoon.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1678381051,-68.2879086508,55,,,,,,,false,,,Orange Cup Coral,Tubastraea coccinea,Orange Cup Coral,Animalia,51802
242641,"April 20, 2013 17:38",2013-04-20,2013-04-21 03:38:00 UTC,Hawaii,,3403,davidr,2013-04-22 07:48:00 UTC,2019-05-19 03:17:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/242641,https://static.inaturalist.org/photos/303536/medium.jpg?1444783355,,"","",false,2,0,false,,"Waianae, HI",21.4560083381,-158.2407188416,2500,,,,,,,false,,manual,Tubastraea diaphana,Tubastraea diaphana,,Animalia,244890
251776,2013-04-17 08:54:30,2013-04-17,2013-04-17 12:54:30 UTC,Eastern Time (US & Canada),false,10787,maractwin,2013-05-02 03:55:35 UTC,2019-01-20 11:09:37 UTC,research,CC-BY,http://www.inaturalist.org/observations/251776,https://static.inaturalist.org/photos/313813/medium.jpg?1367466948,,"","",false,2,0,false,,"Sulawesi Utara, ID",1.4782974412,125.2178499664,,,,,,,obscured,true,,,Bubble Coral,Plerogyra sinuosa,Bubble Coral,Animalia,503699
262545,2013-04-18 08:30:02,2013-04-18,2013-04-18 12:30:02 UTC,Eastern Time (US & Canada),false,10787,maractwin,2013-05-11 21:24:59 UTC,2018-12-23 09:31:17 UTC,research,CC-BY,http://www.inaturalist.org/observations/262545,https://static.inaturalist.org/photos/325421/medium.jpg?1368307558,,"","",false,1,0,false,,"Sulawesi Utara, ID",1.4611707929,125.3992860014,,,,,,,obscured,true,,,Hammer Coral,Fimbriaphyllia ancora,Hammer Coral,Animalia,830680
275326,2013-04-20 08:56:37,2013-04-20,2013-04-20 12:56:37 UTC,Eastern Time (US & Canada),false,10787,maractwin,2013-05-22 11:45:21 UTC,2018-12-23 11:15:31 UTC,research,CC-BY,http://www.inaturalist.org/observations/275326,https://static.inaturalist.org/photos/340535/medium.jpg?1369223197,,"","",false,2,0,false,,"Sulawesi Utara, ID",1.4835243281,125.2816734726,,,,,,,obscured,true,,,Hammer Coral,Fimbriaphyllia ancora,Hammer Coral,Animalia,830680
276369,2013-04-20 11:46:38,2013-04-20,2013-04-20 15:46:38 UTC,Eastern Time (US & Canada),false,10787,maractwin,2013-05-23 15:38:00 UTC,2019-01-18 13:36:52 UTC,research,CC-BY,http://www.inaturalist.org/observations/276369,https://static.inaturalist.org/photos/340944/medium.jpg?1369249274,,"","",false,3,0,false,,"Sulawesi Utara, ID",1.5254507702,125.3502905848,,,,,,,obscured,true,,,Mushroom Coral,Heliofungia actiniformis,,Animalia,102420
